date,zones,landings
2/21/2021,west,299
2/22/2021,west,299
2/23/2021,west,299
2/24/2021,west,299
2/25/2021,west,299
2/26/2021,west,299
2/27/2021,west,299
2/28/2021,west,299
3/1/2021,west,2207
3/2/2021,west,2207
3/3/2021,west,2207
3/4/2021,west,2207
3/5/2021,west,2207
3/6/2021,west,2207
3/7/2021,west,2207
3/8/2021,west,2207
3/9/2021,west,2207
3/10/2021,west,2207
3/11/2021,west,2207
3/12/2021,west,2207
3/13/2021,west,2207
3/14/2021,west,2207
3/15/2021,west,2207
3/16/2021,west,2207
3/17/2021,west,2207
3/18/2021,west,2207
3/19/2021,west,2207
3/20/2021,west,2207
3/21/2021,west,2207
3/22/2021,west,2207
3/23/2021,west,2207
3/24/2021,west,2207
3/25/2021,west,2207
3/26/2021,west,2207
3/27/2021,west,2207
3/28/2021,west,2207
3/29/2021,west,2207
3/30/2021,west,2207
3/31/2021,west,2207
4/1/2021,west,2207
4/2/2021,west,2207
4/3/2021,west,2207
4/4/2021,west,2207
4/5/2021,west,2207
4/6/2021,west,2207
4/7/2021,west,2207
4/8/2021,west,2207
4/9/2021,west,2207
4/10/2021,west,2207
4/11/2021,west,2207
4/12/2021,west,2207
4/13/2021,west,2207
4/14/2021,west,2207
4/15/2021,west,2207
4/16/2021,west,2207
4/17/2021,west,2207
4/18/2021,west,2207
4/19/2021,west,2207
4/20/2021,west,2207
4/21/2021,west,2207
4/22/2021,west,2207
4/23/2021,west,2207
4/24/2021,west,2207
4/25/2021,west,2207
4/26/2021,west,2207
4/27/2021,west,2207
4/28/2021,west,2207
4/29/2021,west,2207
4/30/2021,west,2207
5/1/2021,west,2446
5/2/2021,west,2446
5/3/2021,west,2446
5/4/2021,west,2446
5/5/2021,west,2446
5/6/2021,west,2446
5/7/2021,west,2446
5/8/2021,west,2446
5/9/2021,west,2446
5/10/2021,west,2446
5/11/2021,west,2446
5/12/2021,west,2446
5/13/2021,west,2446
5/14/2021,west,2446
5/15/2021,west,2446
5/16/2021,west,2446
5/17/2021,west,2446
5/18/2021,west,2446
5/19/2021,west,2446
5/20/2021,west,2446
5/21/2021,west,2446
5/22/2021,west,2446
5/23/2021,west,2446
5/24/2021,west,2446
5/25/2021,west,2446
5/26/2021,west,2446
5/27/2021,west,2446
5/28/2021,west,2446
5/29/2021,west,2446
5/30/2021,west,2446
5/31/2021,west,2446
6/1/2021,west,2446
6/2/2021,west,2446
6/3/2021,west,2446
6/4/2021,west,2446
6/5/2021,west,2446
6/6/2021,west,2446
6/7/2021,west,2446
6/8/2021,west,2446
6/9/2021,west,2446
6/10/2021,west,2446
6/11/2021,west,2446
6/12/2021,west,2446
6/13/2021,west,2446
6/14/2021,west,2446
6/15/2021,west,2446
6/16/2021,west,2446
6/17/2021,west,2446
6/18/2021,west,2446
6/19/2021,west,2446
6/20/2021,west,2446
6/21/2021,west,2446
6/22/2021,west,2446
6/23/2021,west,2446
6/24/2021,west,2446
6/25/2021,west,2446
6/26/2021,west,2446
6/27/2021,west,2446
6/28/2021,west,2446
6/29/2021,west,2446
6/30/2021,west,2446
7/1/2021,west,3170
7/2/2021,west,3170
7/3/2021,west,3170
7/4/2021,west,3170
7/5/2021,west,3170
7/6/2021,west,3170
7/7/2021,west,3170
7/8/2021,west,3170
7/9/2021,west,3170
7/10/2021,west,3170
7/11/2021,west,3170
7/12/2021,west,3170
7/13/2021,west,3170
7/14/2021,west,3170
7/15/2021,west,3170
7/16/2021,west,3170
7/17/2021,west,3170
7/18/2021,west,3170
7/19/2021,west,3170
7/20/2021,west,3170
7/21/2021,west,3170
7/22/2021,west,3170
7/23/2021,west,3170
7/24/2021,west,3170
7/25/2021,west,3170
7/26/2021,west,3170
7/27/2021,west,3170
7/28/2021,west,3170
7/29/2021,west,3170
7/30/2021,west,3170
7/31/2021,west,3170
8/1/2020,east,2829
8/2/2020,east,2829
8/3/2020,east,2829
8/4/2020,east,2829
8/5/2020,east,2829
8/6/2020,east,2829
8/7/2020,east,2829
8/8/2020,east,2829
8/9/2020,east,2829
8/10/2020,east,2829
8/11/2020,east,2829
8/12/2020,east,2829
8/13/2020,east,2829
8/14/2020,east,2829
8/15/2020,east,2829
8/16/2020,east,2829
8/17/2020,east,2829
8/18/2020,east,2829
8/19/2020,east,2829
8/20/2020,east,2829
8/21/2020,east,2829
8/22/2020,east,2829
8/23/2020,east,2829
8/24/2020,east,2829
8/25/2020,east,2829
8/26/2020,east,2829
8/27/2020,east,2829
8/28/2020,east,2829
8/29/2020,east,2829
8/30/2020,east,2829
8/31/2020,east,2829
9/1/2020,east,7843
9/2/2020,east,7843
9/3/2020,east,7843
9/4/2020,east,7843
9/5/2020,east,7843
9/6/2020,east,7843
9/7/2020,east,7843
9/8/2020,east,7843
9/9/2020,east,7843
9/10/2020,east,7843
9/11/2020,east,7843
9/12/2020,east,7843
9/13/2020,east,7843
9/14/2020,east,7843
9/15/2020,east,7843
9/16/2020,east,7843
9/17/2020,east,7843
9/18/2020,east,7843
9/19/2020,east,7843
9/20/2020,east,7843
9/21/2020,east,7843
9/22/2020,east,7843
9/23/2020,east,7843
9/24/2020,east,7843
9/25/2020,east,7843
9/26/2020,east,7843
9/27/2020,east,7843
9/28/2020,east,7843
9/29/2020,east,7843
9/30/2020,east,7843
10/1/2020,east,7843
10/2/2020,east,7843
10/3/2020,east,7843
10/4/2020,east,7843
10/5/2020,east,7843
10/6/2020,east,7843
10/7/2020,east,7843
10/8/2020,east,7843
10/9/2020,east,7843
10/10/2020,east,7843
10/11/2020,east,7843
10/12/2020,east,7843
10/13/2020,east,7843
10/14/2020,east,7843
10/15/2020,east,7843
10/16/2020,east,7843
10/17/2020,east,7843
10/18/2020,east,7843
10/19/2020,east,7843
10/20/2020,east,7843
10/21/2020,east,7843
10/22/2020,east,7843
10/23/2020,east,7843
10/24/2020,east,7843
10/25/2020,east,7843
10/26/2020,east,7843
10/27/2020,east,7843
10/28/2020,east,7843
10/29/2020,east,7843
10/30/2020,east,7843
10/31/2020,east,7843
11/1/2020,east,1034
11/2/2020,east,1034
11/3/2020,east,1034
11/4/2020,east,1034
11/5/2020,east,1034
11/6/2020,east,1034
11/7/2020,east,1034
11/8/2020,east,1034
11/9/2020,east,1034
11/10/2020,east,1034
11/11/2020,east,1034
11/12/2020,east,1034
11/13/2020,east,1034
11/14/2020,east,1034
11/15/2020,east,1034
11/16/2020,east,1034
11/17/2020,east,1034
11/18/2020,east,1034
11/19/2020,east,1034
11/20/2020,east,1034
11/21/2020,east,1034
11/22/2020,east,1034
11/23/2020,east,1034
11/24/2020,east,1034
11/25/2020,east,1034
11/26/2020,east,1034
11/27/2020,east,1034
11/28/2020,east,1034
11/29/2020,east,1034
11/30/2020,east,1034
12/1/2020,east,1034
12/2/2020,east,1034
12/3/2020,east,1034
12/4/2020,east,1034
12/5/2020,east,1034
12/6/2020,east,1034
12/7/2020,east,1034
12/8/2020,east,1034
12/9/2020,east,1034
12/10/2020,east,1034
12/11/2020,east,1034
12/12/2020,east,1034
12/13/2020,east,1034
12/14/2020,east,1034
12/15/2020,east,1034
12/16/2020,east,1034
12/17/2020,east,1034
12/18/2020,east,1034
12/19/2020,east,1034
12/20/2020,east,1034
12/21/2020,east,1034
12/22/2020,east,1034
12/23/2020,east,1034
12/24/2020,east,1034
12/25/2020,east,1034
12/26/2020,east,1034
12/27/2020,east,1034
12/28/2020,east,1034
12/29/2020,east,1034
12/30/2020,east,1034
12/31/2020,east,1034
1/1/2021,east,5235
1/2/2021,east,5235
1/3/2021,east,5235
1/4/2021,east,5235
1/5/2021,east,5235
1/6/2021,east,5235
1/7/2021,east,5235
1/8/2021,east,5235
1/9/2021,east,5235
1/10/2021,east,5235
1/11/2021,east,5235
1/12/2021,east,5235
1/13/2021,east,5235
1/14/2021,east,5235
1/15/2021,east,5235
1/16/2021,east,5235
1/17/2021,east,5235
1/18/2021,east,5235
1/19/2021,east,5235
1/20/2021,east,5235
1/21/2021,east,5235
1/22/2021,east,5235
1/23/2021,east,5235
1/24/2021,east,5235
1/25/2021,east,5235
1/26/2021,east,5235
1/27/2021,east,5235
1/28/2021,east,5235
1/29/2021,east,5235
1/30/2021,east,5235
1/31/2021,east,5235
2/1/2021,east,5235
2/2/2021,east,5235
2/3/2021,east,5235
2/4/2021,east,5235
2/5/2021,east,5235
2/6/2021,east,5235
2/7/2021,east,5235
2/8/2021,east,5235
2/9/2021,east,5235
2/10/2021,east,5235
2/11/2021,east,5235
2/12/2021,east,5235
2/13/2021,east,5235
2/14/2021,east,5235
2/15/2021,east,5235
2/16/2021,east,5235
2/17/2021,east,5235
2/18/2021,east,5235
2/19/2021,east,5235
2/20/2021,east,5235
2/21/2021,east,5235
2/22/2021,east,5235
2/23/2021,east,5235
2/24/2021,east,5235
2/25/2021,east,5235
2/26/2021,east,5235
2/27/2021,east,5235
2/28/2021,east,5235
3/1/2021,east,19352
3/2/2021,east,19352
3/3/2021,east,19352
3/4/2021,east,19352
3/5/2021,east,19352
3/6/2021,east,19352
3/7/2021,east,19352
3/8/2021,east,19352
3/9/2021,east,19352
3/10/2021,east,19352
3/11/2021,east,19352
3/12/2021,east,19352
3/13/2021,east,19352
3/14/2021,east,19352
3/15/2021,east,19352
3/16/2021,east,19352
3/17/2021,east,19352
3/18/2021,east,19352
3/19/2021,east,19352
3/20/2021,east,19352
3/21/2021,east,19352
3/22/2021,east,19352
3/23/2021,east,19352
3/24/2021,east,19352
3/25/2021,east,19352
3/26/2021,east,19352
3/27/2021,east,19352
3/28/2021,east,19352
3/29/2021,east,19352
3/30/2021,east,19352
3/31/2021,east,19352
4/1/2021,east,19352
4/2/2021,east,19352
4/3/2021,east,19352
4/4/2021,east,19352
4/5/2021,east,19352
4/6/2021,east,19352
4/7/2021,east,19352
4/8/2021,east,19352
4/9/2021,east,19352
4/10/2021,east,19352
4/11/2021,east,19352
4/12/2021,east,19352
4/13/2021,east,19352
4/14/2021,east,19352
4/15/2021,east,19352
4/16/2021,east,19352
4/17/2021,east,19352
4/18/2021,east,19352
4/19/2021,east,19352
4/20/2021,east,19352
4/21/2021,east,19352
4/22/2021,east,19352
4/23/2021,east,19352
4/24/2021,east,19352
4/25/2021,east,19352
4/26/2021,east,19352
4/27/2021,east,19352
4/28/2021,east,19352
4/29/2021,east,19352
4/30/2021,east,19352
5/1/2021,east,5629
5/2/2021,east,5629
5/3/2021,east,5629
5/4/2021,east,5629
5/5/2021,east,5629
5/6/2021,east,5629
5/7/2021,east,5629
5/8/2021,east,5629
5/9/2021,east,5629
5/10/2021,east,5629
5/11/2021,east,5629
5/12/2021,east,5629
5/13/2021,east,5629
5/14/2021,east,5629
5/15/2021,east,5629
5/16/2021,east,5629
5/17/2021,east,5629
5/18/2021,east,5629
5/19/2021,east,5629
5/20/2021,east,5629
5/21/2021,east,5629
5/22/2021,east,5629
5/23/2021,east,5629
5/24/2021,east,5629
5/25/2021,east,5629
5/26/2021,east,5629
5/27/2021,east,5629
5/28/2021,east,5629
5/29/2021,east,5629
5/30/2021,east,5629
5/31/2021,east,5629
6/1/2021,east,5629
6/2/2021,east,5629
6/3/2021,east,5629
6/4/2021,east,5629
6/5/2021,east,5629
6/6/2021,east,5629
6/7/2021,east,5629
6/8/2021,east,5629
6/9/2021,east,5629
6/10/2021,east,5629
6/11/2021,east,5629
6/12/2021,east,5629
6/13/2021,east,5629
6/14/2021,east,5629
6/15/2021,east,5629
6/16/2021,east,5629
6/17/2021,east,5629
6/18/2021,east,5629
6/19/2021,east,5629
6/20/2021,east,5629
6/21/2021,east,5629
6/22/2021,east,5629
6/23/2021,east,5629
6/24/2021,east,5629
6/25/2021,east,5629
6/26/2021,east,5629
6/27/2021,east,5629
6/28/2021,east,5629
6/29/2021,east,5629
6/30/2021,east,5629
7/1/2021,east,2829
7/2/2021,east,2829
7/3/2021,east,2829
7/4/2021,east,2829
7/5/2021,east,2829
7/6/2021,east,2829
7/7/2021,east,2829
7/8/2021,east,2829
7/9/2021,east,2829
7/10/2021,east,2829
7/11/2021,east,2829
7/12/2021,east,2829
7/13/2021,east,2829
7/14/2021,east,2829
7/15/2021,east,2829
7/16/2021,east,2829
7/17/2021,east,2829
7/18/2021,east,2829
7/19/2021,east,2829
7/20/2021,east,2829
7/21/2021,east,2829
7/22/2021,east,2829
7/23/2021,east,2829
7/24/2021,east,2829
7/25/2021,east,2829
7/26/2021,east,2829
7/27/2021,east,2829
7/28/2021,east,2829
7/29/2021,east,2829
7/30/2021,east,2829
7/31/2021,east,2829
8/1/2020,north,2746
8/2/2020,north,2746
8/3/2020,north,2746
8/4/2020,north,2746
8/5/2020,north,2746
8/6/2020,north,2746
8/7/2020,north,2746
8/8/2020,north,2746
8/9/2020,north,2746
8/10/2020,north,2746
8/11/2020,north,2746
8/12/2020,north,2746
8/13/2020,north,2746
8/14/2020,north,2746
8/15/2020,north,2746
8/16/2020,north,2746
8/17/2020,north,2746
8/18/2020,north,2746
8/19/2020,north,2746
8/20/2020,north,2746
8/21/2020,north,2746
8/22/2020,north,2746
8/23/2020,north,2746
8/24/2020,north,2746
8/25/2020,north,2746
8/26/2020,north,2746
8/27/2020,north,2746
8/28/2020,north,2746
8/29/2020,north,2746
8/30/2020,north,2746
8/31/2020,north,2746
9/1/2020,north,5269
9/2/2020,north,5269
9/3/2020,north,5269
9/4/2020,north,5269
9/5/2020,north,5269
9/6/2020,north,5269
9/7/2020,north,5269
9/8/2020,north,5269
9/9/2020,north,5269
9/10/2020,north,5269
9/11/2020,north,5269
9/12/2020,north,5269
9/13/2020,north,5269
9/14/2020,north,5269
9/15/2020,north,5269
9/16/2020,north,5269
9/17/2020,north,5269
9/18/2020,north,5269
9/19/2020,north,5269
9/20/2020,north,5269
9/21/2020,north,5269
9/22/2020,north,5269
9/23/2020,north,5269
9/24/2020,north,5269
9/25/2020,north,5269
9/26/2020,north,5269
9/27/2020,north,5269
9/28/2020,north,5269
9/29/2020,north,5269
9/30/2020,north,5269
10/1/2020,north,5269
10/2/2020,north,5269
10/3/2020,north,5269
10/4/2020,north,5269
10/5/2020,north,5269
10/6/2020,north,5269
10/7/2020,north,5269
10/8/2020,north,5269
10/9/2020,north,5269
10/10/2020,north,5269
10/11/2020,north,5269
10/12/2020,north,5269
10/13/2020,north,5269
10/14/2020,north,5269
10/15/2020,north,5269
10/16/2020,north,5269
10/17/2020,north,5269
10/18/2020,north,5269
10/19/2020,north,5269
10/20/2020,north,5269
10/21/2020,north,5269
10/22/2020,north,5269
10/23/2020,north,5269
10/24/2020,north,5269
10/25/2020,north,5269
10/26/2020,north,5269
10/27/2020,north,5269
10/28/2020,north,5269
10/29/2020,north,5269
10/30/2020,north,5269
10/31/2020,north,5269
11/1/2020,north,771
11/2/2020,north,771
11/3/2020,north,771
11/4/2020,north,771
11/5/2020,north,771
11/6/2020,north,771
11/7/2020,north,771
11/8/2020,north,771
11/9/2020,north,771
11/10/2020,north,771
11/11/2020,north,771
11/12/2020,north,771
11/13/2020,north,771
11/14/2020,north,771
11/15/2020,north,771
11/16/2020,north,771
11/17/2020,north,771
11/18/2020,north,771
11/19/2020,north,771
11/20/2020,north,771
11/21/2020,north,771
11/22/2020,north,771
11/23/2020,north,771
11/24/2020,north,771
11/25/2020,north,771
11/26/2020,north,771
11/27/2020,north,771
11/28/2020,north,771
11/29/2020,north,771
11/30/2020,north,771
12/1/2020,north,771
12/2/2020,north,771
12/3/2020,north,771
12/4/2020,north,771
12/5/2020,north,771
12/6/2020,north,771
12/7/2020,north,771
12/8/2020,north,771
12/9/2020,north,771
12/10/2020,north,771
12/11/2020,north,771
12/12/2020,north,771
12/13/2020,north,771
12/14/2020,north,771
12/15/2020,north,771
12/16/2020,north,771
12/17/2020,north,771
12/18/2020,north,771
12/19/2020,north,771
12/20/2020,north,771
12/21/2020,north,771
12/22/2020,north,771
12/23/2020,north,771
12/24/2020,north,771
12/25/2020,north,771
12/26/2020,north,771
12/27/2020,north,771
12/28/2020,north,771
12/29/2020,north,771
12/30/2020,north,771
12/31/2020,north,771
1/1/2021,north,3499
1/2/2021,north,3499
1/3/2021,north,3499
1/4/2021,north,3499
1/5/2021,north,3499
1/6/2021,north,3499
1/7/2021,north,3499
1/8/2021,north,3499
1/9/2021,north,3499
1/10/2021,north,3499
1/11/2021,north,3499
1/12/2021,north,3499
1/13/2021,north,3499
1/14/2021,north,3499
1/15/2021,north,3499
1/16/2021,north,3499
1/17/2021,north,3499
1/18/2021,north,3499
1/19/2021,north,3499
1/20/2021,north,3499
1/21/2021,north,3499
1/22/2021,north,3499
1/23/2021,north,3499
1/24/2021,north,3499
1/25/2021,north,3499
1/26/2021,north,3499
1/27/2021,north,3499
1/28/2021,north,3499
1/29/2021,north,3499
1/30/2021,north,3499
1/31/2021,north,3499
2/1/2021,north,3499
2/2/2021,north,3499
2/3/2021,north,3499
2/4/2021,north,3499
2/5/2021,north,3499
2/6/2021,north,3499
2/7/2021,north,3499
2/8/2021,north,3499
2/9/2021,north,3499
2/10/2021,north,3499
2/11/2021,north,3499
2/12/2021,north,3499
2/13/2021,north,3499
2/14/2021,north,3499
2/15/2021,north,3499
2/16/2021,north,3499
2/17/2021,north,3499
2/18/2021,north,3499
2/19/2021,north,3499
2/20/2021,north,3499
2/21/2021,north,3499
2/22/2021,north,3499
2/23/2021,north,3499
2/24/2021,north,3499
2/25/2021,north,3499
2/26/2021,north,3499
2/27/2021,north,3499
2/28/2021,north,3499
3/1/2021,north,17639
3/2/2021,north,17639
3/3/2021,north,17639
3/4/2021,north,17639
3/5/2021,north,17639
3/6/2021,north,17639
3/7/2021,north,17639
3/8/2021,north,17639
3/9/2021,north,17639
3/10/2021,north,17639
3/11/2021,north,17639
3/12/2021,north,17639
3/13/2021,north,17639
3/14/2021,north,17639
3/15/2021,north,17639
3/16/2021,north,17639
3/17/2021,north,17639
3/18/2021,north,17639
3/19/2021,north,17639
3/20/2021,north,17639
3/21/2021,north,17639
3/22/2021,north,17639
3/23/2021,north,17639
3/24/2021,north,17639
3/25/2021,north,17639
3/26/2021,north,17639
3/27/2021,north,17639
3/28/2021,north,17639
3/29/2021,north,17639
3/30/2021,north,17639
3/31/2021,north,17639
4/1/2021,north,17639
4/2/2021,north,17639
4/3/2021,north,17639
4/4/2021,north,17639
4/5/2021,north,17639
4/6/2021,north,17639
4/7/2021,north,17639
4/8/2021,north,17639
4/9/2021,north,17639
4/10/2021,north,17639
4/11/2021,north,17639
4/12/2021,north,17639
4/13/2021,north,17639
4/14/2021,north,17639
4/15/2021,north,17639
4/16/2021,north,17639
4/17/2021,north,17639
4/18/2021,north,17639
4/19/2021,north,17639
4/20/2021,north,17639
4/21/2021,north,17639
4/22/2021,north,17639
4/23/2021,north,17639
4/24/2021,north,17639
4/25/2021,north,17639
4/26/2021,north,17639
4/27/2021,north,17639
4/28/2021,north,17639
4/29/2021,north,17639
4/30/2021,north,17639
5/1/2021,north,4155
5/2/2021,north,4155
5/3/2021,north,4155
5/4/2021,north,4155
5/5/2021,north,4155
5/6/2021,north,4155
5/7/2021,north,4155
5/8/2021,north,4155
5/9/2021,north,4155
5/10/2021,north,4155
5/11/2021,north,4155
5/12/2021,north,4155
5/13/2021,north,4155
5/14/2021,north,4155
5/15/2021,north,4155
5/16/2021,north,4155
5/17/2021,north,4155
5/18/2021,north,4155
5/19/2021,north,4155
5/20/2021,north,4155
5/21/2021,north,4155
5/22/2021,north,4155
5/23/2021,north,4155
5/24/2021,north,4155
5/25/2021,north,4155
5/26/2021,north,4155
5/27/2021,north,4155
5/28/2021,north,4155
5/29/2021,north,4155
5/30/2021,north,4155
5/31/2021,north,4155
6/1/2021,north,4155
6/2/2021,north,4155
6/3/2021,north,4155
6/4/2021,north,4155
6/5/2021,north,4155
6/6/2021,north,4155
6/7/2021,north,4155
6/8/2021,north,4155
6/9/2021,north,4155
6/10/2021,north,4155
6/11/2021,north,4155
6/12/2021,north,4155
6/13/2021,north,4155
6/14/2021,north,4155
6/15/2021,north,4155
6/16/2021,north,4155
6/17/2021,north,4155
6/18/2021,north,4155
6/19/2021,north,4155
6/20/2021,north,4155
6/21/2021,north,4155
6/22/2021,north,4155
6/23/2021,north,4155
6/24/2021,north,4155
6/25/2021,north,4155
6/26/2021,north,4155
6/27/2021,north,4155
6/28/2021,north,4155
6/29/2021,north,4155
6/30/2021,north,4155
7/1/2021,north,2746
7/2/2021,north,2746
7/3/2021,north,2746
7/4/2021,north,2746
7/5/2021,north,2746
7/6/2021,north,2746
7/7/2021,north,2746
7/8/2021,north,2746
7/9/2021,north,2746
7/10/2021,north,2746
7/11/2021,north,2746
7/12/2021,north,2746
7/13/2021,north,2746
7/14/2021,north,2746
7/15/2021,north,2746
7/16/2021,north,2746
7/17/2021,north,2746
7/18/2021,north,2746
7/19/2021,north,2746
7/20/2021,north,2746
7/21/2021,north,2746
7/22/2021,north,2746
7/23/2021,north,2746
7/24/2021,north,2746
7/25/2021,north,2746
7/26/2021,north,2746
7/27/2021,north,2746
7/28/2021,north,2746
7/29/2021,north,2746
7/30/2021,north,2746
7/31/2021,north,2746
8/1/2020,south,83
8/2/2020,south,83
8/3/2020,south,83
8/4/2020,south,83
8/5/2020,south,83
8/6/2020,south,83
8/7/2020,south,83
8/8/2020,south,83
8/9/2020,south,83
8/10/2020,south,83
8/11/2020,south,83
8/12/2020,south,83
8/13/2020,south,83
8/14/2020,south,83
8/15/2020,south,83
8/16/2020,south,83
8/17/2020,south,83
8/18/2020,south,83
8/19/2020,south,83
8/20/2020,south,83
8/21/2020,south,83
8/22/2020,south,83
8/23/2020,south,83
8/24/2020,south,83
8/25/2020,south,83
8/26/2020,south,83
8/27/2020,south,83
8/28/2020,south,83
8/29/2020,south,83
8/30/2020,south,83
8/31/2020,south,83
9/1/2020,south,2574
9/2/2020,south,2574
9/3/2020,south,2574
9/4/2020,south,2574
9/5/2020,south,2574
9/6/2020,south,2574
9/7/2020,south,2574
9/8/2020,south,2574
9/9/2020,south,2574
9/10/2020,south,2574
9/11/2020,south,2574
9/12/2020,south,2574
9/13/2020,south,2574
9/14/2020,south,2574
9/15/2020,south,2574
9/16/2020,south,2574
9/17/2020,south,2574
9/18/2020,south,2574
9/19/2020,south,2574
9/20/2020,south,2574
9/21/2020,south,2574
9/22/2020,south,2574
9/23/2020,south,2574
9/24/2020,south,2574
9/25/2020,south,2574
9/26/2020,south,2574
9/27/2020,south,2574
9/28/2020,south,2574
9/29/2020,south,2574
9/30/2020,south,2574
10/1/2020,south,2574
10/2/2020,south,2574
10/3/2020,south,2574
10/4/2020,south,2574
10/5/2020,south,2574
10/6/2020,south,2574
10/7/2020,south,2574
10/8/2020,south,2574
10/9/2020,south,2574
10/10/2020,south,2574
10/11/2020,south,2574
10/12/2020,south,2574
10/13/2020,south,2574
10/14/2020,south,2574
10/15/2020,south,2574
10/16/2020,south,2574
10/17/2020,south,2574
10/18/2020,south,2574
10/19/2020,south,2574
10/20/2020,south,2574
10/21/2020,south,2574
10/22/2020,south,2574
10/23/2020,south,2574
10/24/2020,south,2574
10/25/2020,south,2574
10/26/2020,south,2574
