date,zones,landings
3/18/21,south,21
3/19/21,south,21
3/20/21,south,21
3/21/21,south,21
3/22/21,south,21
3/23/21,south,21
3/24/21,south,21
3/25/21,south,21
3/26/21,south,21
3/27/21,south,21
3/28/21,south,21
3/29/21,south,21
3/30/21,south,21
3/31/21,south,21
4/1/21,south,21
4/2/21,south,21
4/3/21,south,21
4/4/21,south,21
4/5/21,south,21
4/6/21,south,21
4/7/21,south,21
4/8/21,south,21
4/9/21,south,21
4/10/21,south,21
4/11/21,south,21
4/12/21,south,21
4/13/21,south,21
4/14/21,south,21
4/15/21,south,21
4/16/21,south,21
4/17/21,south,21
4/18/21,south,21
4/19/21,south,21
4/20/21,south,21
4/21/21,south,21
4/22/21,south,21
4/23/21,south,21
4/24/21,south,21
4/25/21,south,21
4/26/21,south,21
4/27/21,south,21
4/28/21,south,21
4/29/21,south,21
4/30/21,south,21
5/1/21,south,11914
5/2/21,south,11914
5/3/21,south,11914
5/4/21,south,11914
5/5/21,south,11914
5/6/21,south,11914
5/7/21,south,11914
5/8/21,south,11914
5/9/21,south,11914
5/10/21,south,11914
5/11/21,south,11914
5/12/21,south,11914
5/13/21,south,11914
5/14/21,south,11914
5/15/21,south,11914
5/16/21,south,11914
5/17/21,south,11914
5/18/21,south,11914
5/19/21,south,11914
5/20/21,south,11914
5/21/21,south,11914
5/22/21,south,11914
5/23/21,south,11914
5/24/21,south,11914
5/25/21,south,11914
5/26/21,south,11914
5/27/21,south,11914
5/28/21,south,11914
5/29/21,south,11914
5/30/21,south,11914
5/31/21,south,11914
6/1/21,south,12311
6/2/21,south,12311
6/3/21,south,12311
6/4/21,south,12311
6/5/21,south,12311
6/6/21,south,12311
6/7/21,south,12311
6/8/21,south,12311
6/9/21,south,12311
6/10/21,south,12311
6/11/21,south,12311
6/12/21,south,12311
6/13/21,south,12311
6/14/21,south,12311
6/15/21,south,12311
6/16/21,south,12311
6/17/21,south,12311
6/18/21,south,12311
6/19/21,south,12311
6/20/21,south,12311
6/21/21,south,12311
6/22/21,south,12311
6/23/21,south,12311
6/24/21,south,12311
6/25/21,south,12311
6/26/21,south,12311
6/27/21,south,12311
6/28/21,south,12311
6/29/21,south,12311
6/30/21,south,12311
7/1/21,south,8997
7/2/21,south,8997
7/3/21,south,8997
7/4/21,south,8997
7/5/21,south,8997
7/6/21,south,8997
7/7/21,south,8997
7/8/21,south,8997
7/9/21,south,8997
7/10/21,south,8997
7/11/21,south,8997
7/12/21,south,8997
7/13/21,south,8997
7/14/21,south,8997
7/15/21,south,8997
7/16/21,south,8997
7/17/21,south,8997
7/18/21,south,8997
7/19/21,south,8997
7/20/21,south,8997
7/21/21,south,8997
7/22/21,south,8997
7/23/21,south,8997
7/24/21,south,8997
7/25/21,south,8997
7/26/21,south,8997
7/27/21,south,8997
7/28/21,south,8997
7/29/21,south,8997
7/30/21,south,8997
7/31/21,south,8997
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
